#Wvlgth,Global_tilted_irradiance,Beam_normal_+circumsolar,Difuse_horiz-circumsolar
.1142E+04,.2247E+00,.2147E+00,.5051E-02
.1143E+04,.3116E+00,.2974E+00,.7275E-02
.1144E+04,.1131E+00,.1084E+00,.2346E-02
.1145E+04,.1458E+00,.1397E+00,.3028E-02
.1146E+04,.1574E+00,.1508E+00,.3274E-02
.1147E+04,.5899E-01,.5670E-01,.1072E-02
.1148E+04,.2710E+00,.2588E+00,.6195E-02
.1149E+04,.2184E+00,.2088E+00,.4831E-02
.1150E+04,.1215E+00,.1164E+00,.2509E-02
.1151E+04,.2032E+00,.1944E+00,.4416E-02
.1152E+04,.2475E+00,.2365E+00,.5533E-02
.1153E+04,.2381E+00,.2275E+00,.5364E-02
.1154E+04,.1423E+00,.1364E+00,.2882E-02
.1155E+04,.3130E+00,.2989E+00,.7225E-02
.1156E+04,.2807E+00,.2682E+00,.6371E-02
.1157E+04,.3144E+00,.3002E+00,.7258E-02
.1158E+04,.3115E+00,.2975E+00,.7174E-02
.1159E+04,.3367E+00,.3215E+00,.7863E-02
.1160E+04,.2863E+00,.2736E+00,.6520E-02
.1161E+04,.3473E+00,.3315E+00,.8173E-02
.1162E+04,.3498E+00,.3339E+00,.8192E-02
.1163E+04,.4672E+00,.4454E+00,.1144E-01
.1164E+04,.4016E+00,.3831E+00,.9605E-02
.1165E+04,.3859E+00,.3683E+00,.9084E-02
.1166E+04,.3747E+00,.3576E+00,.8858E-02
.1167E+04,.4096E+00,.3908E+00,.9774E-02
.1168E+04,.4177E+00,.3986E+00,.9940E-02
.1169E+04,.4214E+00,.4020E+00,.1008E-01
.1170E+04,.4576E+00,.4364E+00,.1105E-01
.1171E+04,.4469E+00,.4263E+00,.1073E-01
.1172E+04,.4544E+00,.4334E+00,.1095E-01
.1173E+04,.4553E+00,.4343E+00,.1093E-01
.1174E+04,.3348E+00,.3199E+00,.7626E-02
.1175E+04,.4512E+00,.4304E+00,.1083E-01
.1176E+04,.4763E+00,.4542E+00,.1157E-01
.1177E+04,.4712E+00,.4495E+00,.1133E-01
.1178E+04,.3599E+00,.3438E+00,.8300E-02
.1179E+04,.4832E+00,.4608E+00,.1168E-01
.1180E+04,.4403E+00,.4203E+00,.1042E-01
.1181E+04,.4541E+00,.4334E+00,.1077E-01
.1182E+04,.3231E+00,.3089E+00,.7279E-02
.1183E+04,.4380E+00,.4181E+00,.1039E-01
.1184E+04,.4195E+00,.4006E+00,.9806E-02
.1185E+04,.4071E+00,.3888E+00,.9422E-02
.1186E+04,.4765E+00,.4547E+00,.1131E-01
.1187E+04,.4554E+00,.4348E+00,.1070E-01
.1188E+04,.3349E+00,.3202E+00,.7477E-02
.1189E+04,.4153E+00,.3966E+00,.9687E-02
.1190E+04,.4619E+00,.4410E+00,.1087E-01
.1191E+04,.4461E+00,.4260E+00,.1036E-01
.1192E+04,.4729E+00,.4515E+00,.1111E-01
.1193E+04,.4539E+00,.4334E+00,.1058E-01
.1194E+04,.4684E+00,.4472E+00,.1095E-01
.1195E+04,.4464E+00,.4263E+00,.1033E-01
.1196E+04,.4308E+00,.4115E+00,.9887E-02
.1197E+04,.4767E+00,.4551E+00,.1115E-01
.1198E+04,.4335E+00,.4140E+00,.1002E-01
.1199E+04,.3649E+00,.3487E+00,.8201E-02
.1200E+04,.4478E+00,.4277E+00,.1032E-01
.1201E+04,.4370E+00,.4174E+00,.9983E-02
.1202E+04,.4367E+00,.4171E+00,.9984E-02
.1203E+04,.4335E+00,.4140E+00,.9911E-02
.1204E+04,.3622E+00,.3462E+00,.8046E-02
.1205E+04,.4365E+00,.4169E+00,.9952E-02
.1206E+04,.4803E+00,.4584E+00,.1112E-01
.1207E+04,.4294E+00,.4101E+00,.9703E-02
.1208E+04,.4326E+00,.4131E+00,.9822E-02
.1209E+04,.4139E+00,.3952E+00,.9400E-02
.1210E+04,.4529E+00,.4324E+00,.1034E-01
.1211E+04,.4214E+00,.4025E+00,.9520E-02
.1212E+04,.4244E+00,.4054E+00,.9509E-02
.1213E+04,.4690E+00,.4478E+00,.1071E-01
.1214E+04,.4334E+00,.4140E+00,.9724E-02
.1215E+04,.4270E+00,.4079E+00,.9538E-02
.1216E+04,.4657E+00,.4447E+00,.1058E-01
.1217E+04,.4548E+00,.4343E+00,.1027E-01
.1218E+04,.4585E+00,.4379E+00,.1035E-01
.1219E+04,.4461E+00,.4261E+00,.1001E-01
.1220E+04,.4575E+00,.4370E+00,.1029E-01
.1221E+04,.4647E+00,.4438E+00,.1048E-01
.1222E+04,.4509E+00,.4307E+00,.1010E-01
.1223E+04,.4435E+00,.4237E+00,.9903E-02
.1224E+04,.4477E+00,.4277E+00,.9962E-02
.1225E+04,.4618E+00,.4411E+00,.1034E-01
.1226E+04,.4676E+00,.4467E+00,.1047E-01
.1227E+04,.4325E+00,.4132E+00,.9565E-02
.1228E+04,.4660E+00,.4451E+00,.1042E-01
.1229E+04,.4666E+00,.4458E+00,.1040E-01
.1230E+04,.4595E+00,.4390E+00,.1021E-01
.1231E+04,.4714E+00,.4504E+00,.1052E-01
.1232E+04,.4657E+00,.4450E+00,.1037E-01
.1233E+04,.4534E+00,.4333E+00,.1000E-01
.1234E+04,.4696E+00,.4486E+00,.1043E-01
.1235E+04,.4645E+00,.4438E+00,.1029E-01
.1236E+04,.4685E+00,.4477E+00,.1037E-01
.1237E+04,.4628E+00,.4423E+00,.1020E-01
.1238E+04,.4674E+00,.4466E+00,.1031E-01
.1239E+04,.4621E+00,.4417E+00,.1018E-01
.1240E+04,.4602E+00,.4398E+00,.1012E-01
.1241E+04,.4614E+00,.4410E+00,.1011E-01
.1242E+04,.4619E+00,.4415E+00,.1012E-01
.1243E+04,.4570E+00,.4368E+00,.9993E-02
.1244E+04,.4547E+00,.4347E+00,.9920E-02
.1245E+04,.4560E+00,.4359E+00,.9934E-02
.1246E+04,.4589E+00,.4387E+00,.9980E-02
.1247E+04,.4569E+00,.4369E+00,.9915E-02
.1248E+04,.4580E+00,.4380E+00,.9913E-02
.1249E+04,.4591E+00,.4390E+00,.9927E-02
.1250E+04,.4565E+00,.4365E+00,.9848E-02
.1251E+04,.4520E+00,.4323E+00,.9723E-02
.1252E+04,.4504E+00,.4308E+00,.9686E-02
.1253E+04,.4472E+00,.4277E+00,.9575E-02
.1254E+04,.4431E+00,.4239E+00,.9451E-02
.1255E+04,.4502E+00,.4306E+00,.9623E-02
.1256E+04,.4397E+00,.4207E+00,.9337E-02
.1257E+04,.4348E+00,.4160E+00,.9208E-02
.1258E+04,.4444E+00,.4252E+00,.9432E-02
.1259E+04,.4268E+00,.4084E+00,.8971E-02
.1260E+04,.4306E+00,.4121E+00,.9045E-02
.1261E+04,.4110E+00,.3935E+00,.8530E-02
.1262E+04,.3953E+00,.3784E+00,.8144E-02
.1263E+04,.3998E+00,.3828E+00,.8221E-02
.1264E+04,.3711E+00,.3555E+00,.7513E-02
.1265E+04,.3953E+00,.3785E+00,.8105E-02
.1266E+04,.3849E+00,.3686E+00,.7816E-02
.1267E+04,.3878E+00,.3714E+00,.7906E-02
.1268E+04,.3701E+00,.3545E+00,.7463E-02
.1269E+04,.2462E+00,.2364E+00,.4506E-02
.1270E+04,.3870E+00,.3706E+00,.7837E-02
.1271E+04,.4078E+00,.3904E+00,.8345E-02
.1272E+04,.4083E+00,.3909E+00,.8352E-02
.1273E+04,.4058E+00,.3885E+00,.8276E-02
.1274E+04,.4057E+00,.3884E+00,.8272E-02
.1275E+04,.4119E+00,.3943E+00,.8401E-02
.1276E+04,.4165E+00,.3987E+00,.8497E-02
.1277E+04,.4195E+00,.4016E+00,.8563E-02
.1278E+04,.4271E+00,.4089E+00,.8741E-02
.1279E+04,.4241E+00,.4060E+00,.8660E-02
.1280E+04,.4216E+00,.4036E+00,.8595E-02
.1281E+04,.4129E+00,.3953E+00,.8421E-02
.1282E+04,.3726E+00,.3567E+00,.7613E-02
.1283E+04,.4068E+00,.3895E+00,.8294E-02
.1284E+04,.4203E+00,.4024E+00,.8547E-02
.1285E+04,.4235E+00,.4055E+00,.8602E-02
.1286E+04,.4266E+00,.4085E+00,.8667E-02
.1287E+04,.4216E+00,.4038E+00,.8522E-02
.1288E+04,.4194E+00,.4017E+00,.8469E-02
.1289E+04,.4086E+00,.3914E+00,.8183E-02
.1290E+04,.4124E+00,.3950E+00,.8301E-02
.1291E+04,.4174E+00,.3998E+00,.8396E-02
.1292E+04,.3952E+00,.3787E+00,.7835E-02
.1293E+04,.4121E+00,.3948E+00,.8236E-02
.1294E+04,.4038E+00,.3868E+00,.8049E-02
.1295E+04,.4042E+00,.3873E+00,.8025E-02
.1296E+04,.3884E+00,.3723E+00,.7631E-02
.1297E+04,.3702E+00,.3549E+00,.7204E-02
.1298E+04,.3913E+00,.3750E+00,.7706E-02
.1299E+04,.4081E+00,.3910E+00,.8083E-02
.1300E+04,.3514E+00,.3370E+00,.6753E-02
.1301E+04,.3619E+00,.3471E+00,.6986E-02
.1302E+04,.3907E+00,.3745E+00,.7652E-02
.1303E+04,.3459E+00,.3318E+00,.6628E-02
.1304E+04,.2987E+00,.2867E+00,.5549E-02
.1305E+04,.3834E+00,.3676E+00,.7450E-02
.1306E+04,.3841E+00,.3683E+00,.7446E-02
.1307E+04,.3057E+00,.2934E+00,.5691E-02
.1308E+04,.3461E+00,.3320E+00,.6589E-02
.1309E+04,.3833E+00,.3676E+00,.7384E-02
.1310E+04,.3009E+00,.2889E+00,.5564E-02
.1311E+04,.3334E+00,.3199E+00,.6278E-02
.1312E+04,.3319E+00,.3185E+00,.6224E-02
.1313E+04,.3133E+00,.3007E+00,.5835E-02
.1314E+04,.2878E+00,.2764E+00,.5264E-02
.1315E+04,.2856E+00,.2743E+00,.5203E-02
.1316E+04,.3239E+00,.3109E+00,.6031E-02
.1317E+04,.3120E+00,.2995E+00,.5761E-02
.1318E+04,.3330E+00,.3196E+00,.6220E-02
.1319E+04,.2684E+00,.2579E+00,.4796E-02
.1320E+04,.2586E+00,.2485E+00,.4625E-02
.1321E+04,.2985E+00,.2867E+00,.5434E-02
.1322E+04,.3019E+00,.2901E+00,.5478E-02
.1323E+04,.2327E+00,.2237E+00,.4036E-02
.1324E+04,.2623E+00,.2522E+00,.4648E-02
.1325E+04,.3220E+00,.3092E+00,.5898E-02
.1326E+04,.2803E+00,.2694E+00,.5010E-02
.1327E+04,.2661E+00,.2558E+00,.4716E-02
.1328E+04,.2344E+00,.2254E+00,.4074E-02
.1329E+04,.1775E+00,.1709E+00,.2949E-02
.1330E+04,.2291E+00,.2204E+00,.3905E-02
.1331E+04,.1447E+00,.1394E+00,.2292E-02
.1332E+04,.1457E+00,.1404E+00,.2339E-02
.1333E+04,.2029E+00,.1954E+00,.3345E-02
.1334E+04,.1692E+00,.1629E+00,.2788E-02
.1335E+04,.2310E+00,.2223E+00,.3934E-02
.1336E+04,.1834E+00,.1766E+00,.3020E-02
.1337E+04,.1644E+00,.1584E+00,.2657E-02
.1338E+04,.1779E+00,.1714E+00,.2888E-02
.1339E+04,.1767E+00,.1702E+00,.2877E-02
.1340E+04,.1682E+00,.1621E+00,.2749E-02
.1341E+04,.1703E+00,.1641E+00,.2723E-02
.1342E+04,.1779E+00,.1714E+00,.2853E-02
.1343E+04,.1269E+00,.1225E+00,.1880E-02
.1344E+04,.7556E-01,.7299E-01,.1089E-02
.1345E+04,.1089E+00,.1052E+00,.1608E-02
.1346E+04,.5805E-01,.5618E-01,.7617E-03
.1347E+04,.5997E-01,.5805E-01,.7759E-03
.1348E+04,.4719E-02,.4587E-02,.4570E-04
.1349E+04,.1608E-01,.1562E-01,.1703E-03
.1350E+04,.1596E-01,.1549E-01,.1764E-03
.1351E+04,.4600E-02,.4478E-02,.4071E-04
.1352E+04,.1504E-02,.1467E-02,.1063E-04
.1353E+04,.9514E-04,.9303E-04,.5162E-06
.1354E+04,.2875E-03,.2808E-03,.1828E-05
.1355E+04,.3562E-05,.3491E-05,.1345E-07
.1356E+04,.4759E-04,.4655E-04,.2514E-06
.1357E+04,.7107E-04,.6951E-04,.3783E-06
.1358E+04,.4148E-05,.4065E-05,.1593E-07
.1359E+04,.7254E-06,.7121E-06,.1858E-08
.1360E+04,.2116E-05,.2075E-05,.7035E-08
.1361E+04,.4751E-08,.4673E-08,.6099E-11
.1362E+04,.1784E-10,.1756E-10,.1343E-13
.1363E+04,.3119E-05,.3061E-05,.9287E-08
.1364E+04,.1343E-05,.1318E-05,.3845E-08
.1365E+04,.8962E-11,.8826E-11,.2713E-14
.1366E+04,.1264E-04,.1240E-04,.4184E-07
.1367E+04,.4920E-05,.4825E-05,.1717E-07
.1368E+04,.1461E-12,.1440E-12,.6512E-17
.1369E+04,.5105E-06,.5012E-06,.1410E-08
.1370E+04,.2885E-06,.2834E-06,.6675E-09
.1371E+04,.1949E-07,.1916E-07,.3545E-10
.1372E+04,.2719E-05,.2667E-05,.9392E-08
.1373E+04,.4394E-04,.4305E-04,.1995E-06
.1374E+04,.1775E-03,.1737E-03,.9641E-06
.1375E+04,.3203E-03,.3134E-03,.1743E-05
.1376E+04,.2553E-03,.2496E-03,.1582E-05
.1377E+04,.1216E-03,.1190E-03,.7207E-06
.1378E+04,.1100E-02,.1075E-02,.7186E-05
.1379E+04,.5170E-04,.5058E-04,.3020E-06
.1380E+04,.8082E-04,.7913E-04,.4264E-06
.1381E+04,.2348E-05,.2301E-05,.1094E-07
.1382E+04,.2538E-05,.2492E-05,.8236E-08
.1383E+04,.4351E-07,.4275E-07,.1186E-09
.1384E+04,.6097E-06,.5993E-06,.1536E-08
.1385E+04,.2068E-05,.2029E-05,.8014E-08
.1386E+04,.2493E-05,.2449E-05,.7160E-08
.1387E+04,.1970E-03,.1931E-03,.9537E-06
.1388E+04,.3987E-05,.3909E-05,.1858E-07
.1389E+04,.5759E-03,.5639E-03,.3370E-05
.1390E+04,.4890E-03,.4788E-03,.2855E-05
.1391E+04,.3408E-03,.3338E-03,.1901E-05
.1392E+04,.2356E-04,.2309E-04,.1214E-06
.1393E+04,.1148E-03,.1125E-03,.6548E-06
.1394E+04,.7477E-04,.7338E-04,.3229E-06
.1395E+04,.6641E-06,.6526E-06,.2266E-08
.1396E+04,.6246E-08,.6154E-08,.8638E-11
.1397E+04,.4861E-04,.4766E-04,.2560E-06
.1398E+04,.1260E-02,.1234E-02,.7880E-05
.1399E+04,.8057E-03,.7890E-03,.5019E-05
.1400E+04,.3208E-08,.3163E-08,.3310E-11
.1401E+04,.1040E-07,.1025E-07,.1575E-10
.1402E+04,.1824E-02,.1782E-02,.1426E-04
.1403E+04,.2364E-02,.2312E-02,.1779E-04
.1404E+04,.7338E-03,.7179E-03,.5354E-05
.1405E+04,.3605E-06,.3547E-06,.1047E-08
.1406E+04,.2030E-02,.1987E-02,.1392E-04
.1407E+04,.1733E-03,.1697E-03,.1213E-05
.1408E+04,.1637E-02,.1603E-02,.1130E-04
.1409E+04,.6142E-03,.6021E-03,.3686E-05
.1410E+04,.4630E-03,.4537E-03,.2988E-05
.1411E+04,.2100E-02,.2055E-02,.1572E-04
.1412E+04,.2624E-02,.2566E-02,.2089E-04
.1413E+04,.2326E-01,.2269E-01,.2325E-03
.1414E+04,.3611E-03,.3538E-03,.2349E-05
.1415E+04,.1822E-03,.1787E-03,.1107E-05
.1416E+04,.3547E-01,.3456E-01,.3960E-03
.1417E+04,.1171E-01,.1143E-01,.1126E-03
.1418E+04,.1350E-01,.1318E-01,.1286E-03
.1419E+04,.2134E-02,.2085E-02,.1912E-04
.1420E+04,.8236E-02,.8044E-02,.7693E-04
.1421E+04,.9123E-02,.8913E-02,.8486E-04
.1422E+04,.4620E-01,.4502E-01,.5204E-03
.1423E+04,.9190E-02,.8967E-02,.9510E-04
.1424E+04,.1693E-01,.1651E-01,.1807E-03
.1425E+04,.2577E-01,.2514E-01,.2723E-03
.1426E+04,.2772E-01,.2703E-01,.3070E-03
.1427E+04,.4946E-01,.4817E-01,.5909E-03
.1428E+04,.4535E-02,.4437E-02,.3835E-04
.1429E+04,.3794E-01,.3698E-01,.4320E-03
.1430E+04,.6151E-01,.5989E-01,.7509E-03
.1431E+04,.5006E-01,.4878E-01,.5852E-03
.1432E+04,.2505E-02,.2453E-02,.1954E-04
.1433E+04,.3576E-01,.3486E-01,.4058E-03
.1434E+04,.2092E-01,.2040E-01,.2322E-03
.1435E+04,.2134E-01,.2085E-01,.2151E-03
.1436E+04,.3825E-01,.3732E-01,.4196E-03
.1437E+04,.2981E-01,.2908E-01,.3247E-03
.1438E+04,.1322E-01,.1291E-01,.1325E-03
.1439E+04,.5092E-01,.4966E-01,.5735E-03
.1440E+04,.3951E-01,.3854E-01,.4427E-03
.1441E+04,.3171E-01,.3095E-01,.3379E-03
.1442E+04,.3622E-01,.3535E-01,.3911E-03
.1443E+04,.4498E-01,.4386E-01,.5163E-03
.1444E+04,.6169E-01,.6012E-01,.7285E-03
.1445E+04,.4964E-01,.4842E-01,.5589E-03
.1446E+04,.2304E-01,.2249E-01,.2456E-03
.1447E+04,.3613E-01,.3526E-01,.3926E-03
.1448E+04,.1156E+00,.1125E+00,.1488E-02
.1449E+04,.1020E+00,.9934E-01,.1279E-02
.1450E+04,.2735E-01,.2669E-01,.2950E-03
.1451E+04,.1124E-01,.1098E-01,.1133E-03
.1452E+04,.6227E-01,.6070E-01,.7368E-03
.1453E+04,.8187E-01,.7977E-01,.9934E-03
.1454E+04,.1375E+00,.1338E+00,.1810E-02
.1455E+04,.6607E-01,.6438E-01,.8018E-03
.1456E+04,.8839E-01,.8613E-01,.1073E-02
.1457E+04,.1169E+00,.1138E+00,.1492E-02
.1458E+04,.1363E+00,.1327E+00,.1807E-02
.1459E+04,.1629E+00,.1585E+00,.2171E-02
.1460E+04,.8535E-01,.8312E-01,.1068E-02
.1461E+04,.9017E-01,.8785E-01,.1105E-02
.1462E+04,.1305E+00,.1270E+00,.1677E-02
.1463E+04,.4316E-01,.4209E-01,.4972E-03
.1464E+04,.1517E+00,.1476E+00,.2010E-02
.1465E+04,.9333E-01,.9087E-01,.1192E-02
.1466E+04,.6510E-01,.6348E-01,.7584E-03
.1467E+04,.3598E-01,.3512E-01,.3867E-03
.1468E+04,.7684E-01,.7490E-01,.9147E-03
.1469E+04,.9474E-01,.9231E-01,.1158E-02
.1470E+04,.4958E-01,.4838E-01,.5448E-03
.1471E+04,.1780E-01,.1739E-01,.1831E-03
.1472E+04,.4668E-01,.4555E-01,.5084E-03
.1473E+04,.7010E-01,.6834E-01,.8180E-03
.1474E+04,.9726E-01,.9472E-01,.1211E-02
.1475E+04,.1845E+00,.1795E+00,.2472E-02
.1476E+04,.6870E-01,.6696E-01,.8117E-03
.1477E+04,.6964E-01,.6789E-01,.8117E-03
.1478E+04,.6342E-01,.6180E-01,.7574E-03
.1479E+04,.1199E+00,.1167E+00,.1517E-02
.1480E+04,.6056E-01,.5904E-01,.6983E-03
.1481E+04,.1152E+00,.1122E+00,.1441E-02
.1482E+04,.5843E-01,.5695E-01,.6859E-03
.1483E+04,.1485E+00,.1445E+00,.1911E-02
.1484E+04,.1374E+00,.1337E+00,.1778E-02
.1485E+04,.1249E+00,.1216E+00,.1581E-02
.1486E+04,.1233E+00,.1200E+00,.1546E-02
.1487E+04,.6055E-01,.5902E-01,.6891E-03
.1488E+04,.9411E-01,.9161E-01,.1166E-02
.1489E+04,.1896E+00,.1843E+00,.2529E-02
.1490E+04,.1747E+00,.1698E+00,.2323E-02
.1491E+04,.1977E+00,.1921E+00,.2682E-02
.1492E+04,.1643E+00,.1598E+00,.2134E-02
.1493E+04,.1814E+00,.1764E+00,.2392E-02
.1494E+04,.2019E+00,.1963E+00,.2721E-02
.1495E+04,.1824E+00,.1774E+00,.2426E-02
.1496E+04,.1684E+00,.1638E+00,.2220E-02
.1497E+04,.2271E+00,.2206E+00,.3143E-02
.1498E+04,.1896E+00,.1843E+00,.2539E-02
.1499E+04,.2175E+00,.2113E+00,.2963E-02
.1500E+04,.2504E+00,.2432E+00,.3490E-02
.1501E+04,.2643E+00,.2567E+00,.3694E-02
.1502E+04,.2334E+00,.2267E+00,.3218E-02
.1503E+04,.1848E+00,.1796E+00,.2479E-02
.1504E+04,.1602E+00,.1558E+00,.2085E-02
.1505E+04,.1829E+00,.1777E+00,.2440E-02
.1506E+04,.2572E+00,.2498E+00,.3599E-02
.1507E+04,.2538E+00,.2466E+00,.3518E-02
.1508E+04,.2429E+00,.2359E+00,.3353E-02
.1509E+04,.1860E+00,.1808E+00,.2455E-02
.1510E+04,.2701E+00,.2623E+00,.3771E-02
.1511E+04,.2640E+00,.2564E+00,.3657E-02
.1512E+04,.2600E+00,.2525E+00,.3612E-02
.1513E+04,.2411E+00,.2342E+00,.3289E-02
.1514E+04,.2247E+00,.2183E+00,.3029E-02
.1515E+04,.2653E+00,.2576E+00,.3684E-02
.1516E+04,.2561E+00,.2488E+00,.3533E-02
.1517E+04,.2488E+00,.2417E+00,.3407E-02
.1518E+04,.2515E+00,.2443E+00,.3441E-02
.1519E+04,.2434E+00,.2365E+00,.3311E-02
.1520E+04,.2639E+00,.2563E+00,.3629E-02
.1521E+04,.2748E+00,.2669E+00,.3831E-02
.1522E+04,.2632E+00,.2556E+00,.3629E-02
.1523E+04,.2798E+00,.2717E+00,.3894E-02
.1524E+04,.2752E+00,.2673E+00,.3804E-02
.1525E+04,.2581E+00,.2508E+00,.3535E-02
.1526E+04,.2668E+00,.2592E+00,.3654E-02
.1527E+04,.2618E+00,.2543E+00,.3580E-02
.1528E+04,.2791E+00,.2710E+00,.3854E-02
.1529E+04,.2722E+00,.2644E+00,.3738E-02
.1530E+04,.2545E+00,.2473E+00,.3482E-02
.1531E+04,.2692E+00,.2615E+00,.3680E-02
.1532E+04,.2782E+00,.2702E+00,.3825E-02
.1533E+04,.2769E+00,.2690E+00,.3804E-02
.1534E+04,.2687E+00,.2611E+00,.3677E-02
.1535E+04,.2666E+00,.2591E+00,.3633E-02
.1536E+04,.2744E+00,.2666E+00,.3747E-02
.1537E+04,.2731E+00,.2654E+00,.3719E-02
.1538E+04,.2718E+00,.2641E+00,.3713E-02
.1539E+04,.2727E+00,.2650E+00,.3709E-02
.1540E+04,.2647E+00,.2572E+00,.3597E-02
.1541E+04,.2688E+00,.2612E+00,.3647E-02
.1542E+04,.2691E+00,.2615E+00,.3638E-02
.1543E+04,.2719E+00,.2642E+00,.3679E-02
.1544E+04,.2719E+00,.2643E+00,.3669E-02
.1545E+04,.2768E+00,.2690E+00,.3742E-02
.1546E+04,.2746E+00,.2669E+00,.3702E-02
.1547E+04,.2729E+00,.2652E+00,.3679E-02
.1548E+04,.2665E+00,.2590E+00,.3589E-02
.1549E+04,.2732E+00,.2655E+00,.3677E-02
.1550E+04,.2697E+00,.2621E+00,.3623E-02
.1551E+04,.2704E+00,.2628E+00,.3625E-02
.1552E+04,.2716E+00,.2640E+00,.3631E-02
.1553E+04,.2711E+00,.2635E+00,.3626E-02
.1554E+04,.2645E+00,.2571E+00,.3531E-02
.1555E+04,.2674E+00,.2599E+00,.3566E-02
.1556E+04,.2629E+00,.2555E+00,.3500E-02
.1557E+04,.2704E+00,.2628E+00,.3595E-02
.1558E+04,.2683E+00,.2608E+00,.3562E-02
.1559E+04,.2679E+00,.2604E+00,.3551E-02
.1560E+04,.2655E+00,.2580E+00,.3514E-02
.1561E+04,.2698E+00,.2622E+00,.3567E-02
.1562E+04,.2674E+00,.2599E+00,.3527E-02
.1563E+04,.2665E+00,.2590E+00,.3512E-02
.1564E+04,.2624E+00,.2551E+00,.3453E-02
.1565E+04,.2671E+00,.2596E+00,.3512E-02
.1566E+04,.2622E+00,.2549E+00,.3442E-02
.1567E+04,.2629E+00,.2555E+00,.3445E-02
.1568E+04,.2570E+00,.2498E+00,.3356E-02
.1569E+04,.2543E+00,.2472E+00,.3302E-02
.1570E+04,.2416E+00,.2348E+00,.3102E-02
.1571E+04,.2349E+00,.2284E+00,.2979E-02
.1572E+04,.2376E+00,.2309E+00,.3016E-02
.1573E+04,.2339E+00,.2274E+00,.2964E-02
.1574E+04,.2413E+00,.2345E+00,.3078E-02
.1575E+04,.2396E+00,.2328E+00,.3088E-02
.1576E+04,.2466E+00,.2396E+00,.3158E-02
.1577E+04,.2159E+00,.2098E+00,.2736E-02
.1578E+04,.2350E+00,.2284E+00,.2977E-02
.1579E+04,.2365E+00,.2299E+00,.2986E-02
.1580E+04,.2444E+00,.2376E+00,.3099E-02
.1581E+04,.2485E+00,.2415E+00,.3155E-02
.1582E+04,.2418E+00,.2349E+00,.3075E-02
.1583E+04,.2474E+00,.2404E+00,.3148E-02
.1584E+04,.2488E+00,.2418E+00,.3176E-02
.1585E+04,.2585E+00,.2512E+00,.3303E-02
.1586E+04,.2555E+00,.2482E+00,.3261E-02
.1587E+04,.2528E+00,.2456E+00,.3225E-02
.1588E+04,.2509E+00,.2437E+00,.3203E-02
.1589E+04,.2321E+00,.2255E+00,.2961E-02
.1590E+04,.2416E+00,.2347E+00,.3075E-02
.1591E+04,.2418E+00,.2349E+00,.3075E-02
.1592E+04,.2521E+00,.2449E+00,.3198E-02
.1593E+04,.2581E+00,.2508E+00,.3274E-02
.1594E+04,.2560E+00,.2487E+00,.3240E-02
.1595E+04,.2580E+00,.2507E+00,.3263E-02
.1596E+04,.2443E+00,.2374E+00,.3084E-02
.1597E+04,.2467E+00,.2397E+00,.3106E-02
.1598E+04,.2540E+00,.2468E+00,.3192E-02
.1599E+04,.2418E+00,.2350E+00,.3019E-02
.1600E+04,.2379E+00,.2312E+00,.2948E-02
.1601E+04,.2231E+00,.2168E+00,.2739E-02
.1602E+04,.2240E+00,.2177E+00,.2739E-02
.1603E+04,.2238E+00,.2175E+00,.2732E-02
.1604E+04,.2282E+00,.2218E+00,.2792E-02
.1605E+04,.2366E+00,.2300E+00,.2922E-02
.1606E+04,.2412E+00,.2344E+00,.2986E-02
.1607E+04,.2328E+00,.2262E+00,.2860E-02
.1608E+04,.2297E+00,.2233E+00,.2799E-02
.1609E+04,.2271E+00,.2207E+00,.2759E-02
.1610E+04,.2174E+00,.2113E+00,.2650E-02
.1611E+04,.2266E+00,.2203E+00,.2765E-02
.1612E+04,.2306E+00,.2241E+00,.2819E-02
.1613E+04,.2370E+00,.2303E+00,.2899E-02
.1614E+04,.2382E+00,.2315E+00,.2919E-02
.1615E+04,.2409E+00,.2340E+00,.2953E-02
.1616E+04,.2303E+00,.2238E+00,.2824E-02
.1617E+04,.2345E+00,.2278E+00,.2872E-02
.1618E+04,.2433E+00,.2364E+00,.2980E-02
.1619E+04,.2408E+00,.2340E+00,.2943E-02
.1620E+04,.2343E+00,.2277E+00,.2864E-02
.1621E+04,.2341E+00,.2275E+00,.2858E-02
.1622E+04,.2373E+00,.2306E+00,.2893E-02
.1623E+04,.2423E+00,.2354E+00,.2950E-02
.1624E+04,.2425E+00,.2356E+00,.2947E-02
.1625E+04,.2376E+00,.2309E+00,.2884E-02
.1626E+04,.2395E+00,.2328E+00,.2902E-02
.1627E+04,.2406E+00,.2338E+00,.2912E-02
.1628E+04,.2410E+00,.2343E+00,.2912E-02
.1629E+04,.2412E+00,.2344E+00,.2911E-02
.1630E+04,.2363E+00,.2297E+00,.2847E-02
.1631E+04,.2378E+00,.2311E+00,.2858E-02
.1632E+04,.2380E+00,.2313E+00,.2859E-02
.1633E+04,.2324E+00,.2259E+00,.2780E-02
.1634E+04,.2326E+00,.2261E+00,.2788E-02
.1635E+04,.2334E+00,.2268E+00,.2783E-02
.1636E+04,.2351E+00,.2286E+00,.2807E-02
.1637E+04,.2268E+00,.2205E+00,.2706E-02
.1638E+04,.2197E+00,.2136E+00,.2600E-02
.1639E+04,.2201E+00,.2139E+00,.2615E-02
